"","TPL_names","company_name_checked_tog","webpage_check_tog","n.company","n.webpage_check","PIC.id_tog","province_tog","city_tog","n.province","n.city","seed_1","adult_1","vegetative_1","seed_0","adult_0","vegetative_0","seed_max","adult_max","vegetative_max","hard_zone_min_suitable_1","hard_zone_min_suitable_0","hard_zone_min_suitable_na","mean.height","Standardized_names","id_checklist","TPL_Group","Family","TPL_Family","TPL_New.Genus","TPL_New.Hybrid.marker","TPL_New.Species","TPL_New.Infraspecific.rank","TPL_New.Infraspecific","TPL_New.Authority","TPL_New.ID","TPL_New.Taxonomic.status","TPL_Date","tip.label","tip.order","match.type","naturalized_status_bs_yan_etal_2019","naturalized_status_before2022","Height_max_tog","Height_max_max","Height_max_data_source_tog","Epiphyte_max","Climber_max","Parasite_max","Aquatic_max","Free_standing_Woody","Short_lived_Herb","Long_lived_Herb","Life_form_new","LF_data_source","wcup_eco_use_AF","wcup_eco_use_EU","wcup_eco_use_FU","wcup_eco_use_GS","wcup_eco_use_HF","wcup_eco_use_IF","wcup_eco_use_MA","wcup_eco_use_ME","wcup_eco_use_PO","wcup_eco_use_SU","wcup_eco_use_num","hard_zone_min_mx","hard_zone_max_mx","Invasion2014_status","X2018invasion_status","Invasion2018_status","naturalized_status","prov_sum_EN","prov_sum_CHN","bg_num","chklst_prov_num","new_sum.L3.code","residence_time_to_2020","hab_suit_prop_max","prop_type"
"88","Apium graveolens","沭阳县溢芳花卉园; 宿迁绿之谦种业有限公司; 兴宁市庆丰盈科种子有限公司","https://yifangzhongye.1688.com; https://lzqseed.1688.com; https://yingkeseed.1688.com",3,3,"pic965; pic966; pic967","江苏; 广东","宿迁市; 梅州市",2,2,3,0,0,0,3,3,1,0,0,3,0,0,NA,"Apium graveolens","Species_29418","Angiosperms","Apiaceae","Apiaceae","Apium",NA,"graveolens",NA,NA,"L.","kew-2644053","Accepted","2019/03/24 00:00:00","Apium_graveolens",6080,"directly matched","not_naturalized",0,"1; 0.8; 0.3; 0.45; 0.6; 0.9; 1.2",1.2,"EGF2; PLANTATT; czerepanov; DavesGarden",0,0,0,0,0,1,1,2,"TPL_Tiplabels_LF_fine",1,0,0,1,1,0,1,1,1,0,6,1,8,0,NA,0,0,NA,NA,13,30,53,106,0.179958982,1
"89","Arachis duranensis","东莞市新视野园林绿化有限公司; 漳浦县官浔镇九州园艺场; 漳浦县闽杉苗木场; 中山市庭院管家园林绿化工程有限公司","https://xsyyl.1688.com; https://shop63207635f6m66.1688.com; https://shop65n7745240506.1688.com; https://rizhuzhou.1688.com",4,4,"pic968; pic969; pic970; pic971","广东; 福建","东莞市; 漳州市; 中山市",2,3,0,4,0,4,0,4,0,1,0,NA,NA,4,23.75,"Arachis duranensis","Species_12728","Angiosperms","Leguminosae","Leguminosae","Arachis",NA,"duranensis",NA,NA,"Krapov. & W.C.Greg.","ild-40390","Accepted","2019/03/24 00:00:00","Arachis_duranensis",1778,"directly matched","naturalized",1,NA,NA,NA,0,0,0,0,0,1,0,1,"TPL_Tiplabels_LF_fine",0,0,0,1,0,0,0,0,0,0,1,NA,NA,1,NA,0,1,NA,NA,7,6,3,20,0.031398943,NA
"90","Arachis hypogaea","河间市富益春种子销售有限公司; 深圳市飞度时代网络有限公司; 沭阳县扎下镇小鱼儿花卉园艺场","https://shop592q1237t7o77.1688.com; https://lwh3721.1688.com; https://huahai.1688.com",3,3,"pic972; pic973; pic974","河北; 广东; 江苏","沧州市; 深圳市; 宿迁市",3,3,3,0,0,0,3,3,1,0,0,NA,NA,3,NA,"Arachis hypogaea","Species_12729","Angiosperms","Leguminosae","Leguminosae","Arachis",NA,"hypogaea",NA,NA,"L.","ild-2050","Accepted","2019/03/24 00:00:00","Arachis_hypogaea",1775,"matched after tpl standardization of phylogeny","naturalized",1,"0.3; 0.6; 0.9",0.9,"DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",1,1,1,1,1,1,1,1,1,1,10,NA,NA,0,NA,0,1,NA,NA,10,28,2,112,0.273462549,1
"91","Araucaria cunninghamii","佛山永胜绿业园艺有限公司; 广州合利园艺有限公司; 广州玖卉园艺服务有限公司; 惠州市恒绿源花卉有限公司; 惠州市希百科技有限公司; 普宁市汉松花木有限公司; 深圳市宝安区木夏一站式微景观批发商行; 深圳市宝安区水云间微景观材料批发厂; 深圳市龙华区观澜蓝天花卉商行; 沭阳绿友种业有限公司; 沭阳同林苗木场; 沭阳县佳康园林绿化苗木场; 沭阳县锦淇花木园艺场; 沭阳县茂润绿化苗木场; 沭阳县庙头镇玖一花卉苗木场; 沭阳县飘花香花卉源头厂家; 沭阳县品卉苗木园艺场; 沭阳县潼阳镇柏宇花卉园艺场; 沭阳县潼阳镇姐妹双姝花卉销售中心; 沭阳县潼阳镇尚源园林苗木场; 沭阳县新河镇白白花木园艺场; 沭阳县新河镇苏之叶苗木场; 沭阳县颜集镇鼎仁园林绿化苗木场; 沭阳县颜集镇山景缘绿化苗木场; 沭阳县颜集镇叶枝苑绿化苗木场; 宿迁花阿婆电子商务有限公司; 宿迁秋阳种业有限公司; 宿迁咏之梅园林绿化工程有限公司; 雅安市天赐苗木有限责任公司; 雅安市业之欣种植专业合作社; 漳浦好客园艺源头厂家; 漳浦县马口天桂园艺场; 漳州市旺木园林绿化工程有限公司; 中山市庭院管家园林绿化工程有限公司","https://ysly8888.1688.com; https://shop90443h41x49k6.1688.com; https://shop1474449730436.1688.com; https://henglvyuan.1688.com; https://xibaikeji.1688.com; https://shop1417064336910.1688.com; https://shop1426524674651.1688.com; https://shop1411490671488.1688.com; https://shop4972151822284.1688.com; https://sylyzy.1688.com; https://shop1395075635677.1688.com; https://shop1409244121414.1688.com; https://shop1401124048031.1688.com; https://symaorun.1688.com; https://shop1489251595234.1688.com; https://gwhhy123.1688.com; https://xiaochenmiaomu.1688.com; https://shop018851296558.1688.com; https://shop1427907187293.1688.com; https://shop1413573623110.1688.com; https://baibaiyuanyi.1688.com; https://15951536864.1688.com; https://shop1429116696432.1688.com; https://shop1396457831512.1688.com; https://lixiangyang312.1688.com; https://shop7135592520588.1688.com; https://qiuyangzhongye.1688.com; https://shop907h406l35t22.1688.com; https://yatcmm.1688.com; https://yayzxzz.1688.com; https://haokeyy.1688.com; https://shop2f3s522271213.1688.com; https://shop58761q38v7197.1688.com; https://rizhuzhou.1688.com",34,34,"pic975; pic976; pic977; pic978; pic979; pic980; pic981; pic982; pic983; pic984; pic985; pic986; pic987; pic988; pic989; pic990; pic991; pic992; pic993; pic994; pic995; pic996; pic997; pic998; pic999; pic1000; pic1001; pic1002; pic1003; pic1004; pic1005; pic1006; pic1007; pic1008","广东; 江苏; 四川; 福建","广州市; 揭阳市; 宿迁市; 雅安市; 漳州市; 中山市",4,6,3,31,0,31,3,34,1,1,0,13,21,0,215,"Araucaria cunninghamii","Species_1488","Gymnosperms","Araucariaceae","Araucariaceae","Araucaria",NA,"cunninghamii",NA,NA,"Mudie","kew-14352","Accepted","2019/03/24 00:00:00","Araucaria_cunninghamii",13408,"directly matched","not_naturalized",0,"12",12,"DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,1,0,1,1,1,0,0,1,6,9,11,0,NA,0,0,NA,NA,23,14,3,98,0.071550305,1
"92","Archontophoenix alexandrae","福建润晟园艺有限公司; 广州清翠山农业有限公司; 江苏奥淇园林绿化工程有限公司; 龙海市九湖阿胖园艺场; 龙海市九湖绿萱花卉场; 龙海市九湖盛大园艺场; 龙海市九湖缘洲绿园艺场; 龙海市九湖镇御景园林场; 龙海市三君子花木专业合作社; 普宁市普诚农业发展有限公司; 沭阳县百科林木种子销售部; 沭阳县佳康园林绿化苗木场; 漳浦县官浔镇毅峰园艺场; 漳浦县闽杉苗木场; 漳州市芗城区逸辰苗木中心; 漳州鑫春园林绿化工程有限公司; 中山市庭院管家园林绿化工程有限公司","https://shop8314166it04p7.1688.com; https://qingcuishan.1688.com; https://aoqimiaomu.1688.com; https://shop1468429106313.1688.com; https://fjlxhh.1688.com; https://shengdayuanyi.1688.com; https://shop38hi410771625.1688.com; https://lhyjylc.1688.com; https://shop1460566189994.1688.com; https://chenyantian1688.1688.com; https://hexiehuahui.1688.com; https://shop1409244121414.1688.com; https://zpyfyyc.1688.com; https://shop65n7745240506.1688.com; https://shop1432918743183.1688.com; https://18959625711.1688.com; https://rizhuzhou.1688.com",17,17,"pic1009; pic1010; pic1011; pic1012; pic1013; pic1014; pic1015; pic1016; pic1017; pic1018; pic1019; pic1020; pic1021; pic1022; pic1023; pic1024; pic1025","福建; 广东; 江苏","漳州市; 广州市; 宿迁市; 揭阳市; 厦门市; 中山市",3,6,3,14,0,14,3,17,1,1,0,15,2,0,593.636363636364,"Archontophoenix alexandrae","Species_7266","Angiosperms","Arecaceae","Arecaceae","Archontophoenix",NA,"alexandrae",NA,NA,"(F.Muell.) H.Wendl. & Drude","kew-14409","Accepted","2019/03/24 00:00:00","Archontophoenix_alexandrae",9487,"directly matched","not_naturalized",0,"25; 12",25,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,9,11,0,NA,0,0,NA,NA,17,12,1,98,0.045812993,1
"93","Arctotis fastuosa","酒泉市蓝翔园艺种苗有限责任公司","https://jqht001.1688.com",1,1,"pic1026","甘肃","酒泉市",1,1,1,0,0,0,1,1,1,0,0,0,1,0,NA,"Arctotis fastuosa","Species_27981","Angiosperms","Compositae","Compositae","Arctotis",NA,"fastuosa",NA,NA,"Jacq.","gcc-117670","Accepted","2019/03/24 00:00:00","Arctotis_fastuosa",5845,"directly matched","not_naturalized",0,"0.6",0.6,"EGF2; DavesGarden",0,0,0,0,0,1,1,2,"TPL_Tiplabels_LF_fine",0,0,0,1,0,0,0,0,0,0,1,9,11,0,NA,0,0,NA,NA,0,1,2,NA,0,3
"94","Areca catechu","江苏奥淇园林绿化工程有限公司; 临沂花恋蝶园林绿化有限公司; 沭阳县潼阳镇柏宇花卉园艺场; 沭阳县源态绿化苗木场; 沭阳县扎下镇小鱼儿花卉园艺场; 沭阳县张圩乡荷塘月色花卉经营部; 宿迁秋阳种业有限公司; 宿迁市小不点园林景观工程有限公司","https://aoqimiaomu.1688.com; https://shop91124ma4718h8.1688.com; https://shop018851296558.1688.com; https://chenxiaohu1985.1688.com; https://huahai.1688.com; https://caozhong.1688.com; https://qiuyangzhongye.1688.com; https://shop1466614878545.1688.com",8,8,"pic1027; pic1028; pic1029; pic1030; pic1031; pic1032; pic1033; pic1034","江苏; 山东","宿迁市; 临沂市",2,2,8,0,0,0,8,8,1,0,0,0,8,0,NA,"Areca catechu","Species_7273; Species_7276","Angiosperms","Arecaceae","Arecaceae","Areca",NA,"catechu",NA,NA,"L.","kew-14517","Accepted","2019/03/24 00:00:00","Areca_catechu",9460,"directly matched","not_naturalized",0,"3.6; 6; 9; 12",12,"DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,1,0,1,1,1,1,1,1,8,10,11,0,NA,0,0,NA,NA,13,12,1,100,0.040180248,1
"95","Areca triandra","广州玖卉园艺服务有限公司; 广州清翠山农业有限公司; 中山市庭院管家园林绿化工程有限公司","https://shop1474449730436.1688.com; https://qingcuishan.1688.com; https://rizhuzhou.1688.com",3,3,"pic1035; pic1036; pic1037","广东","广州市; 中山市",1,2,0,3,0,3,0,3,0,1,0,3,0,0,205,"Areca triandra","Species_7277","Angiosperms","Arecaceae","Arecaceae","Areca",NA,"triandra",NA,NA,"Roxb. ex Buch.-Ham.","kew-14645","Accepted","2019/03/24 00:00:00","Areca_triandra",9458,"directly matched","not_naturalized",0,"6",6,"DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",1,1,0,0,1,0,1,1,0,1,6,10,11,0,NA,0,0,NA,NA,14,10,13,45,0.013980762,1
"96","Arenga pinnata","中山市庭院管家园林绿化工程有限公司","https://shop9197498rg8p85.1688.com",1,1,"pic1038","广东","中山市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,600,"Arenga pinnata","Species_7094","Angiosperms","Arecaceae","Arecaceae","Arenga",NA,"pinnata",NA,NA,"(Wurmb) Merr.","kew-14681","Accepted","2019/03/24 00:00:00","Arenga_pinnata",9705,"directly matched","not_naturalized",0,"12",12,"DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",1,1,1,0,1,1,1,1,1,1,9,9,11,0,NA,0,0,NA,NA,16,12,8,93,0.108466449,1
"97","Arenga tremula","中山市庭院管家园林绿化工程有限公司","https://shop9197498rg8p85.1688.com",1,1,"pic1039","广东","中山市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,470,"Arenga tremula","Species_7095","Angiosperms","Arecaceae","Arecaceae","Arenga",NA,"tremula",NA,NA,"(Blanco) Becc.","kew-14685","Accepted","2019/03/24 00:00:00","Arenga_tremula",9708,"directly matched","not_naturalized",0,"4.7",4.7,"DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,1,1,1,0,4,9,11,0,NA,0,0,NA,NA,8,7,1,105,NA,1
"98","Argyranthemum frutescens","沭阳绿友种业有限公司; 沭阳县弘善园林绿化工程有限公司; 沭阳县佳康园林绿化苗木场; 温江区尚邬雨路园艺场","https://sylyzy.1688.com; https://shop1438188714981.1688.com; https://shop1409244121414.1688.com; https://swylyyc.1688.com",4,4,"pic1040; pic1041; pic1042; pic1043","江苏; 四川","宿迁市; 成都市",2,2,3,1,0,1,3,4,1,1,0,0,4,0,25,"Argyranthemum frutescens","Species_28575","Angiosperms","Compositae","Compositae","Argyranthemum",NA,"frutescens",NA,NA,"(L.) Sch.Bip.","gcc-38385","Accepted","2019/03/24 00:00:00","Argyranthemum_frutescens",5707,"directly matched","naturalized",1,"0.8; 0.3; 0.45; 0.6; 0.9",0.9,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,9,11,0,NA,0,1,NA,NA,8,10,3,103,0.05150351,3
"99","Argyroderma delaetii","魏信娥; 永志花木源头厂家","https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com",2,2,"pic1044; pic1045","广东; 江苏","梅州市; 宿迁市",2,2,0,2,0,2,0,2,0,1,0,0,2,0,6,"Argyroderma delaetii","Species_20786","Angiosperms","Aizoaceae","Aizoaceae","Argyroderma",NA,"delaetii",NA,NA,"C.A.Maass","kew-2650666","Accepted","2019/03/24 00:00:00","Argyroderma_delaetii",6586,"directly matched","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,3,4,1,NA,NA,1
"100","Ariocarpus retusus","龙海市九湖诗涵园艺场; 龙海市九湖特尔花卉场","https://shop084w3u9035121.1688.com; https://teerflower.1688.com",2,2,"pic1046; pic1047","福建","漳州市",1,1,0,2,0,2,0,2,0,1,0,2,0,0,6,"Ariocarpus retusus","Species_21044","Angiosperms","Cactaceae","Cactaceae","Ariocarpus",NA,"retusus",NA,NA,"Scheidw.","kew-2651101","Accepted","2019/03/24 00:00:00","Ariocarpus_retusus",7929,"directly matched","not_naturalized",0,"0.15; 0.3",0.3,"DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,0,0,2,9,11,0,NA,0,0,NA,NA,10,11,1,NA,0.007712528,3
"101","Armeria maritima","都江堰市达荣园艺场; 酒泉市蓝翔园艺种苗有限责任公司; 青州市承玉花卉苗木种植专业合作社; 青州市鸿艺花卉苗木专业合作社","https://darongyuanyi.1688.com; https://jqht001.1688.com; https://shop361106351f2b3.1688.com; https://hyhhmm.1688.com",4,4,"pic1048; pic1049; pic1050; pic1051","四川; 甘肃; 山东","成都市; 酒泉市; 潍坊市",3,3,1,3,0,3,1,4,1,1,0,4,0,0,40,"Armeria maritima","Species_19635","Angiosperms","Plumbaginaceae","Plumbaginaceae","Armeria",NA,"maritima",NA,NA,"(Mill.) Willd.","kew-2652527","Accepted","2019/03/24 00:00:00","Armeria_maritima",8408,"directly matched","naturalized",1,"0.6; 0.15; 0.3",0.6,"EGF2; PLANTATT; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,0,0,2,1,8,0,NA,0,1,NA,NA,2,2,23,62,0.060544788,3
"102","Armoracia rusticana","山东威尔种子源头厂家","https://shop997001xd46747.1688.com",1,1,"pic1052","山东","济南市",1,1,1,0,0,0,1,1,1,0,0,1,0,0,NA,"Armoracia rusticana","Species_19409","Angiosperms","Brassicaceae","Brassicaceae","Armoracia",NA,"rusticana",NA,NA,"P.Gaertn., B.Mey. & Scherb.","kew-2652952","Accepted","2019/03/24 00:00:00","Armoracia_rusticana",2139,"directly matched","naturalized",1,"1.5; 0.01; 0.45; 0.6",1.5,"EGF2; PLANTATT; czerepanov; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,0,0,1,1,0,1,1,1,0,5,3,10,1,NA,0,1,NA,NA,5,7,2,94,0.004101794,2
"103","Arrhenatherum elatius","都江堰市达荣园艺场; 甘肃瑞和农业发展有限责任公司; 聊城市绿远现代农业有限公司; 临朐县王欢花卉苗木园艺场; 梦蓝园艺源头厂家; 沭阳县新河镇田心花卉苗木场; 沭阳县颜集镇泽颖萱花卉园艺场","https://darongyuanyi.1688.com; https://gsrhny.1688.com; https://lclycy.1688.com; https://shop7243u392s2572.1688.com; https://shop1348938520550.1688.com; https://txmmchang.1688.com; https://shopzeyingxuan.1688.com",7,7,"pic1053; pic1054; pic1055; pic1056; pic1057; pic1058; pic1059","四川; 甘肃; 山东; 浙江; 江苏","成都市; 张掖市; 聊城市; 潍坊市; 杭州市; 宿迁市",5,6,2,5,0,5,2,7,1,1,0,6,1,0,26.25,"Arrhenatherum elatius","Species_9766","Angiosperms","Poaceae","Poaceae","Arrhenatherum",NA,"elatius",NA,NA,"(L.) P.Beauv. ex J.Presl & C.Presl.","kew-395388","Accepted","2019/03/24 00:00:00","Arrhenatherum_elatius",10031,"directly matched","naturalized",1,"1.5; 0.6",1.5,"EGF2; PLANTATT; czerepanov; DavesGarden",0,0,0,0,0,1,1,2,"TPL_Tiplabels_LF_fine",1,1,0,0,0,0,0,1,0,0,3,6,7,1,"being comfirmed",1,1,1,5,7,8,56,66,0.142494006,3
"104","Artabotrys hexapetalus","中山市庭院管家园林绿化工程有限公司","https://rizhuzhou.1688.com",1,1,"pic1060","广东","中山市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,200,"Artabotrys hexapetalus","Species_2122","Angiosperms","Annonaceae","Annonaceae","Artabotrys",NA,"hexapetalus",NA,NA,"(L.f.) Bhandari","kew-2653287","Accepted","2019/03/24 00:00:00","Artabotrys_hexapetalus",13273,"directly matched","naturalized",1,"4; 3",4,"EGF2; DavesGarden",0,1,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,1,1,0,0,3,10,11,0,NA,0,1,NA,NA,17,14,8,101,NA,3
"105","Artocarpus altilis","龙海市嘉龙园艺有限公司; 沭阳县弘善园林绿化工程有限公司; 沭阳县新河镇小莫花卉苗木场; 中山市庭院管家园林绿化工程有限公司","https://jialongyy.1688.com; https://shop1438188714981.1688.com; https://shop1460625253881.1688.com; https://shop9197498rg8p85.1688.com",4,4,"pic1061; pic1062; pic1063; pic1064","福建; 江苏; 广东","漳州市; 宿迁市; 中山市",3,3,2,2,0,2,2,4,1,1,0,0,4,0,302.5,"Artocarpus altilis","Species_14706","Angiosperms","Moraceae","Moraceae","Artocarpus",NA,"altilis",NA,NA,"(Parkinson ex F.A.Zorn) Fosberg","kew-2653919","Accepted","2019/03/24 00:00:00","Artocarpus_altilis",1343,"directly matched","not_naturalized",0,"35; 12",35,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",1,1,1,1,1,1,1,1,1,1,10,11,11,0,NA,0,0,NA,NA,11,9,8,59,5.78e-05,3
"106","Asclepias curassavica","北京千年大地草业生态科技开发有限公司; 佛山市芳草地花境花木有限公司; 广州玖卉园艺服务有限公司; 江苏奥淇园林绿化工程有限公司; 江苏蕙质兰心种业有限公司; 酒泉市丰盛佳园艺种苗有限公司; 酒泉市蓝翔园艺种苗有限责任公司; 昆明创美农业科技有限公司; 深圳市飞度时代网络有限公司; 沭阳县花之源花木园艺场; 沭阳县佳馨苗木场; 沭阳县嘉航绿化苗木源头厂家; 沭阳县庙头镇格桑花卉园艺场; 沭阳县启翔绿化苗木场; 沭阳县潼阳镇柏宇花卉园艺场; 沭阳县扎下镇小鱼儿花卉园艺场; 沭阳县张圩乡荷塘月色花卉经营部; 宿迁秋阳种业有限公司; 宿迁市阿里园林绿化工程有限公司; 宿迁市小不点园林景观工程有限公司; 睢宁县苏北十里花卉苗木场; 中山市庭院管家园林绿化工程有限公司","https://shop1395334856948.1688.com; https://shop1457542898555.1688.com; https://shop1474449730436.1688.com; https://aoqimiaomu.1688.com; https://shop5534319727181.1688.com; https://jqfsjhuahuiqifa.1688.com; https://jqht001.1688.com; https://shop41n64r31k1285.1688.com; https://lwh3721.1688.com; https://jiangzhaobao.1688.com; https://shop1447866744445.1688.com; https://yes02012.1688.com; https://shop1467220926121.1688.com; https://qixiang001.1688.com; https://shop018851296558.1688.com; https://huahai.1688.com; https://caozhong.1688.com; https://qiuyangzhongye.1688.com; https://caohua.1688.com; https://shop1466614878545.1688.com; https://sbslhhmmc.1688.com; https://shop9197498rg8p85.1688.com",22,22,"pic1065; pic1066; pic1067; pic1068; pic1069; pic1070; pic1071; pic1072; pic1073; pic1074; pic1075; pic1076; pic1077; pic1078; pic1079; pic1080; pic1081; pic1082; pic1083; pic1084; pic1085; pic1086","北京; 广东; 江苏; 甘肃; 云南","北京市; 佛山市; 广州市; 宿迁市; 酒泉市; 昆明市; 深圳市; 徐州市; 中山市",5,9,19,3,0,3,19,22,1,1,0,5,17,0,50,"Asclepias curassavica","Species_24627","Angiosperms","Apocynaceae","Apocynaceae","Asclepias",NA,"curassavica",NA,NA,"L.","kew-2654713","Accepted","2019/03/24 00:00:00","Asclepias_curassavica",4897,"directly matched","naturalized",1,"1; 0.6; 0.9; 1.2",1.2,"EGF2; DavesGarden",0,0,0,0,1,1,1,3,"TPL_Tiplabels_LF_fine",1,1,0,0,1,1,1,1,1,0,7,8,11,1,"being comfirmed",1,1,17,28,18,15,41,103,0.177821428,3
"107","Asparagus officinalis","广州市南沙区大岗罗莎种子店; 河间市富益春种子销售有限公司; 湖北省天门市迪龙种业有限公司; 江苏奥淇园林绿化工程有限公司; 山东丰沛农业科技有限公司; 山东威尔种子源头厂家; 深圳市飞度时代网络有限公司; 沭阳华霆花卉园艺场; 沭阳县花香茗萌园艺场; 沭阳县佳康园林绿化苗木场; 沭阳县庙头镇培生花卉园艺场; 沭阳县启翔绿化苗木场; 沭阳县新河镇利芳花卉苗木场; 沭阳县新河镇小莫花卉苗木场; 睢宁县和亚苗木场; 兴宁市庆丰盈科种子有限公司; 兴农富民种子源头厂家","https://shop1409243936773.1688.com; https://shop592q1237t7o77.1688.com; https://xkzm.1688.com; https://aoqimiaomu.1688.com; https://sdfengpei.1688.com; https://shop997001xd46747.1688.com; https://lwh3721.1688.com; https://shop3c0a18956i532.1688.com; https://520hxmm.1688.com; https://shop1409244121414.1688.com; https://shop39149865ux305.1688.com; https://qixiang001.1688.com; https://shop1405616184621.1688.com; https://shop1460625253881.1688.com; https://heyamm.1688.com; https://yingkeseed.1688.com; https://xingnongfumin.1688.com",17,17,"pic1087; pic1088; pic1089; pic1090; pic1091; pic1092; pic1093; pic1094; pic1095; pic1096; pic1097; pic1098; pic1099; pic1100; pic1101; pic1102; pic1103","广东; 河北; 湖北; 江苏; 山东","广州市; 沧州市; 恩施土家族苗族自治州; 宿迁市; 潍坊市; 济南市; 深圳市; 梅州市",5,8,17,0,0,0,17,17,1,0,0,17,0,0,NA,"Asparagus officinalis","Species_6665","Angiosperms","Asparagaceae","Asparagaceae","Asparagus",NA,"officinalis",NA,NA,"L.","kew-275197","Accepted","2019/03/24 00:00:00","Asparagus_officinalis",11741,"directly matched","not_naturalized",0,"1; 1.5; 0.3; 0.5; 0.9; 1.2; 1.8",1.8,"EGF2; PLANTATT; czerepanov; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,1,0,1,1,0,0,1,1,0,5,1,9,0,NA,0,0,NA,NA,17,21,30,103,0.124007048,3
"108","Asparagus retrofractus","广州绿一洲园艺有限公司; 深圳市龙华区观澜蓝天花卉商行; 沭阳同林苗木场; 沭阳县凯凯苗木场; 沭阳县庙头镇福盈瑞绿化苗木场; 沭阳县飘花香花卉源头厂家; 沭阳县品卉苗木园艺场; 沭阳县潼阳镇姐妹双姝花卉销售中心; 沭阳县新河镇海上花绿化苗木场; 沭阳县新河镇苏之叶苗木场; 沭阳县秀之园花卉园艺场; 沭阳县颜集镇鼎仁园林绿化苗木场; 宿迁汉之韵园林绿化工程有限公司","https://shop1467306620054.1688.com; https://shop4972151822284.1688.com; https://shop1395075635677.1688.com; https://shop1397235471688.1688.com; https://shop1491498647250.1688.com; https://gwhhy123.1688.com; https://xiaochenmiaomu.1688.com; https://shop1427907187293.1688.com; https://shop1438966467758.1688.com; https://15951536864.1688.com; https://zhxiu66.1688.com; https://shop1429116696432.1688.com; https://shop7b62427764077.1688.com",13,13,"pic1104; pic1105; pic1106; pic1107; pic1108; pic1109; pic1110; pic1111; pic1112; pic1113; pic1114; pic1115; pic1116","广东; 江苏","广州市; 宿迁市",2,2,0,13,0,13,0,13,0,1,0,NA,NA,13,38.1111111111111,"Asparagus retrofractus","Species_6668","Angiosperms","Asparagaceae","Asparagaceae","Asparagus",NA,"retrofractus",NA,NA,"L.","kew-275258","Accepted","2019/03/24 00:00:00","Asparagus_retrofractus",11733,"directly matched","not_naturalized",0,"2",2,"EGF2",0,1,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,0,0,2,NA,NA,0,NA,0,0,NA,NA,4,5,4,55,0.003784049,3
